condition,seed,sample_id,target_object,uncertainty_answer,random_answer,uncertainty_hallucinated,random_hallucinated,paired_advantage
all,43,sample_000123,car,yes,yes,1,1,0
all,43,sample_000124,cat,yes,yes,1,1,0
all,43,sample_000125,bus,no,no,0,0,0
all,43,sample_000126,car,yes,yes,1,1,0
all,43,sample_000127,bus,yes,yes,1,1,0
all,43,sample_000128,dog,yes,yes,1,1,0
all,43,sample_000129,car,no,yes,0,1,1
all,43,sample_000130,chair,yes,yes,1,1,0
all,43,sample_000131,cat,yes,yes,1,1,0
all,43,sample_000132,bus,yes,yes,1,1,0
all,43,sample_000133,bottle,no,no,0,0,0
all,43,sample_000134,cat,no,yes,0,1,1
all,43,sample_000135,chair,yes,yes,1,1,0
all,43,sample_000136,cat,yes,yes,1,1,0
all,43,sample_000137,bench,yes,yes,1,1,0
all,43,sample_000138,bicycle,yes,yes,1,1,0
all,43,sample_000139,car,no,no,0,0,0
all,43,sample_000140,cat,yes,yes,1,1,0
all,43,sample_000141,dog,yes,yes,1,1,0
all,43,sample_000142,dog,yes,yes,1,1,0
all,43,sample_000143,dog,no,no,0,0,0
all,43,sample_000144,dog,no,no,0,0,0
all,43,sample_000145,bench,no,no,0,0,0
all,43,sample_000146,bus,no,no,0,0,0
all,43,sample_000147,dog,yes,yes,1,1,0
all,43,sample_000148,bicycle,yes,no,1,0,-1
all,43,sample_000149,dog,yes,yes,1,1,0
all,43,sample_000150,bus,yes,yes,1,1,0
all,43,sample_000151,cat,no,no,0,0,0
all,43,sample_000152,dog,no,no,0,0,0
all,43,sample_000153,dog,no,no,0,0,0
all,43,sample_000154,chair,yes,yes,1,1,0
all,43,sample_000155,dog,yes,yes,1,1,0
all,43,sample_000156,car,no,no,0,0,0
all,43,sample_000157,bicycle,yes,yes,1,1,0
all,43,sample_000158,car,yes,yes,1,1,0
all,43,sample_000159,dog,yes,yes,1,1,0
all,43,sample_000160,bench,yes,yes,1,1,0
all,43,sample_000161,cat,yes,yes,1,1,0
all,43,sample_000162,bench,no,no,0,0,0
all,43,sample_000163,bench,yes,yes,1,1,0
all,43,sample_000164,cat,no,yes,0,1,1
all,43,sample_000165,bicycle,yes,yes,1,1,0
all,43,sample_000166,cat,yes,yes,1,1,0
all,43,sample_000167,car,yes,yes,1,1,0
all,43,sample_000168,bottle,yes,yes,1,1,0
all,43,sample_000169,dog,yes,yes,1,1,0
all,43,sample_000170,dog,no,no,0,0,0
all,43,sample_000171,bus,no,no,0,0,0
all,43,sample_000172,car,no,no,0,0,0
all,43,sample_000173,dog,yes,yes,1,1,0
all,43,sample_000174,chair,yes,no,1,0,-1
all,43,sample_000175,cat,yes,yes,1,1,0
all,43,sample_000176,chair,yes,yes,1,1,0
all,43,sample_000177,chair,yes,yes,1,1,0
all,43,sample_000178,chair,yes,yes,1,1,0
all,43,sample_000179,car,yes,yes,1,1,0
all,43,sample_000180,dog,yes,yes,1,1,0
all,43,sample_000181,bench,yes,yes,1,1,0
all,43,sample_000182,dog,yes,yes,1,1,0
all,43,sample_000183,dog,yes,yes,1,1,0
all,43,sample_000184,chair,yes,yes,1,1,0
all,43,sample_000185,bus,no,no,0,0,0
all,43,sample_000186,bench,yes,yes,1,1,0
all,43,sample_000187,chair,yes,yes,1,1,0
all,43,sample_000188,bus,yes,yes,1,1,0
all,43,sample_000189,dog,yes,yes,1,1,0
all,43,sample_000190,bottle,yes,yes,1,1,0
all,43,sample_000191,bus,no,no,0,0,0
all,43,sample_000192,bus,yes,yes,1,1,0
all,43,sample_000193,bench,yes,yes,1,1,0
all,43,sample_000194,chair,yes,yes,1,1,0
all,43,sample_000195,bus,no,no,0,0,0
all,43,sample_000196,car,yes,yes,1,1,0
all,43,sample_000197,bench,no,no,0,0,0
all,43,sample_000198,bench,yes,yes,1,1,0
all,43,sample_000199,bus,yes,yes,1,1,0
all,43,sample_000200,bus,yes,yes,1,1,0
all,43,sample_000201,cat,no,no,0,0,0
all,43,sample_000202,bicycle,yes,yes,1,1,0
all,43,sample_000203,chair,yes,yes,1,1,0
all,43,sample_000204,car,yes,yes,1,1,0
all,43,sample_000205,cat,no,yes,0,1,1
all,43,sample_000206,car,yes,yes,1,1,0
all,43,sample_000207,dog,yes,yes,1,1,0
all,43,sample_000208,cat,no,no,0,0,0
all,43,sample_000209,chair,yes,yes,1,1,0
all,43,sample_000210,bicycle,no,no,0,0,0
all,43,sample_000211,cat,no,no,0,0,0
all,43,sample_000212,bench,yes,yes,1,1,0
all,43,sample_000213,dog,no,no,0,0,0
all,43,sample_000214,car,yes,yes,1,1,0
all,43,sample_000215,car,yes,yes,1,1,0
all,43,sample_000216,car,yes,no,1,0,-1
all,43,sample_000217,bench,yes,yes,1,1,0
all,43,sample_000218,bus,no,no,0,0,0
all,43,sample_000219,bench,yes,yes,1,1,0
all,43,sample_000220,bench,yes,yes,1,1,0
all,43,sample_000221,dog,no,no,0,0,0
all,43,sample_000222,dog,yes,yes,1,1,0
all,43,sample_000223,car,yes,yes,1,1,0
all,43,sample_000224,car,yes,yes,1,1,0
all,43,sample_000225,chair,yes,yes,1,1,0
all,43,sample_000226,cat,no,no,0,0,0
all,43,sample_000227,car,yes,yes,1,1,0
all,43,sample_000228,bus,yes,yes,1,1,0
all,43,sample_000229,cat,yes,yes,1,1,0
all,43,sample_000230,bus,no,no,0,0,0
all,43,sample_000231,cat,yes,yes,1,1,0
all,43,sample_000232,bicycle,yes,no,1,0,-1
all,43,sample_000233,bench,yes,yes,1,1,0
all,43,sample_000234,cat,yes,no,1,0,-1
all,43,sample_000235,cat,yes,yes,1,1,0
all,43,sample_000236,bench,no,no,0,0,0
all,43,sample_000237,car,yes,yes,1,1,0
all,43,sample_000238,cat,yes,yes,1,1,0
all,43,sample_000239,cat,yes,yes,1,1,0
all,43,sample_000240,cat,yes,yes,1,1,0
all,43,sample_000241,bus,no,no,0,0,0
all,43,sample_000242,chair,yes,yes,1,1,0
all,43,sample_000243,cat,no,yes,0,1,1
all,43,sample_000244,chair,yes,yes,1,1,0
all,43,sample_000245,dog,yes,yes,1,1,0
all,43,sample_000246,car,yes,yes,1,1,0
all,43,sample_000247,bench,yes,yes,1,1,0
all,43,sample_000248,chair,yes,yes,1,1,0
all,43,sample_000249,cat,yes,yes,1,1,0
all,43,sample_000250,car,yes,yes,1,1,0
all,43,sample_000252,car,no,no,0,0,0
all,43,sample_000253,car,yes,yes,1,1,0
all,43,sample_000254,bench,yes,yes,1,1,0
all,43,sample_000255,cat,no,no,0,0,0
all,43,sample_000256,bus,yes,yes,1,1,0
all,43,sample_000257,cat,yes,yes,1,1,0
all,43,sample_000258,dog,yes,yes,1,1,0
all,43,sample_000259,car,yes,yes,1,1,0
all,43,sample_000260,chair,yes,yes,1,1,0
all,43,sample_000261,chair,yes,yes,1,1,0
all,43,sample_000262,chair,yes,yes,1,1,0
all,43,sample_000263,bench,yes,yes,1,1,0
all,43,sample_000264,dog,no,no,0,0,0
all,43,sample_000265,dog,yes,yes,1,1,0
all,43,sample_000266,car,yes,yes,1,1,0
all,43,sample_000267,cat,yes,yes,1,1,0
all,43,sample_000268,cat,yes,yes,1,1,0
all,43,sample_000269,chair,yes,yes,1,1,0
all,43,sample_000270,bench,no,no,0,0,0
all,43,sample_000271,cat,no,no,0,0,0
all,43,sample_000272,bench,yes,yes,1,1,0
all,43,sample_000273,bench,yes,yes,1,1,0
all,43,sample_000274,cat,yes,yes,1,1,0
all,43,sample_000275,bus,yes,yes,1,1,0
all,43,sample_000276,dog,no,no,0,0,0
all,43,sample_000277,bench,yes,yes,1,1,0
all,43,sample_000278,bus,yes,yes,1,1,0
all,43,sample_000279,car,yes,yes,1,1,0
all,43,sample_000280,bench,yes,yes,1,1,0
all,43,sample_000281,chair,yes,yes,1,1,0
all,43,sample_000282,bus,yes,yes,1,1,0
all,43,sample_000283,bicycle,yes,yes,1,1,0
all,43,sample_000284,bench,yes,yes,1,1,0
all,43,sample_000285,chair,yes,yes,1,1,0
all,43,sample_000286,chair,yes,yes,1,1,0
all,43,sample_000287,bench,yes,yes,1,1,0
all,43,sample_000288,bicycle,yes,yes,1,1,0
all,43,sample_000289,dog,yes,yes,1,1,0
all,43,sample_000290,bench,yes,yes,1,1,0
all,43,sample_000291,cat,yes,yes,1,1,0
all,43,sample_000292,dog,yes,yes,1,1,0
all,43,sample_000293,chair,yes,yes,1,1,0
all,43,sample_000294,bench,yes,yes,1,1,0
all,43,sample_000295,bench,yes,yes,1,1,0
all,43,sample_000296,cat,yes,yes,1,1,0
all,43,sample_000297,dog,no,no,0,0,0
all,43,sample_000298,bottle,yes,yes,1,1,0
all,43,sample_000299,bus,yes,yes,1,1,0
all,43,sample_000300,dog,yes,yes,1,1,0
all,43,sample_000301,bus,yes,yes,1,1,0
all,43,sample_000302,cat,no,yes,0,1,1
all,43,sample_000303,cat,yes,yes,1,1,0
all,43,sample_000304,dog,yes,yes,1,1,0
all,43,sample_000305,chair,yes,yes,1,1,0
all,43,sample_000306,chair,yes,yes,1,1,0
all,43,sample_000307,bench,yes,yes,1,1,0
all,43,sample_000308,cat,no,no,0,0,0
all,43,sample_000309,dog,no,no,0,0,0
all,43,sample_000310,bus,yes,yes,1,1,0
all,43,sample_000311,chair,yes,yes,1,1,0
all,43,sample_000312,dog,yes,yes,1,1,0
all,43,sample_000313,cat,yes,yes,1,1,0
all,43,sample_000314,dog,yes,yes,1,1,0
all,43,sample_000315,dog,no,no,0,0,0
all,43,sample_000316,bottle,yes,yes,1,1,0
all,43,sample_000317,bench,yes,yes,1,1,0
all,43,sample_000318,bottle,no,no,0,0,0
all,43,sample_000319,bottle,yes,yes,1,1,0
all,43,sample_000320,bicycle,yes,yes,1,1,0
all,43,sample_000321,chair,no,no,0,0,0
all,43,sample_000322,cat,no,no,0,0,0
all,43,sample_000323,bus,yes,yes,1,1,0
all,43,sample_000324,dog,yes,yes,1,1,0
all,43,sample_000325,bottle,yes,yes,1,1,0
all,43,sample_000326,bench,yes,yes,1,1,0
all,43,sample_000327,cat,yes,yes,1,1,0
all,43,sample_000329,bus,yes,yes,1,1,0
all,43,sample_000330,car,yes,yes,1,1,0
all,43,sample_000331,bench,yes,yes,1,1,0
all,43,sample_000332,bottle,yes,yes,1,1,0
all,43,sample_000333,bus,yes,yes,1,1,0
all,43,sample_000334,chair,yes,yes,1,1,0
all,43,sample_000335,dog,yes,yes,1,1,0
all,43,sample_000336,dog,yes,yes,1,1,0
all,43,sample_000337,chair,yes,yes,1,1,0
all,43,sample_000338,bus,yes,yes,1,1,0
all,43,sample_000339,cat,no,no,0,0,0
all,43,sample_000340,cat,yes,yes,1,1,0
all,43,sample_000341,bench,no,no,0,0,0
all,43,sample_000342,car,no,no,0,0,0
all,43,sample_000343,bus,yes,yes,1,1,0
all,43,sample_000344,dog,yes,yes,1,1,0
all,43,sample_000345,car,no,no,0,0,0
all,43,sample_000346,dog,yes,yes,1,1,0
all,43,sample_000347,bench,yes,yes,1,1,0
all,43,sample_000348,cat,yes,yes,1,1,0
all,43,sample_000349,car,no,no,0,0,0
all,43,sample_000350,dog,yes,yes,1,1,0
all,43,sample_000351,bicycle,yes,yes,1,1,0
all,43,sample_000352,car,yes,yes,1,1,0
all,43,sample_000353,dog,yes,yes,1,1,0
all,43,sample_000354,bus,yes,yes,1,1,0
all,43,sample_000355,chair,no,no,0,0,0
all,43,sample_000356,car,yes,yes,1,1,0
all,43,sample_000357,cat,yes,yes,1,1,0
all,43,sample_000358,bicycle,no,no,0,0,0
all,43,sample_000359,chair,yes,yes,1,1,0
all,43,sample_000360,bus,no,no,0,0,0
all,43,sample_000361,cat,yes,yes,1,1,0
all,43,sample_000362,cat,yes,yes,1,1,0
all,43,sample_000363,bicycle,yes,yes,1,1,0
all,43,sample_000364,cat,yes,yes,1,1,0
all,43,sample_000365,car,yes,yes,1,1,0
all,43,sample_000366,bench,no,no,0,0,0
all,43,sample_000367,bottle,yes,yes,1,1,0
all,43,sample_000369,car,yes,yes,1,1,0
all,43,sample_000370,chair,yes,no,1,0,-1
all,43,sample_000371,dog,yes,yes,1,1,0
all,43,sample_000372,dog,yes,yes,1,1,0
all,43,sample_000373,chair,yes,yes,1,1,0
all,43,sample_000374,bicycle,no,no,0,0,0
all,43,sample_000375,car,no,no,0,0,0
all,43,sample_000376,chair,no,no,0,0,0
all,43,sample_000377,car,yes,yes,1,1,0
all,43,sample_000378,car,no,no,0,0,0
all,43,sample_000379,bicycle,yes,yes,1,1,0
all,43,sample_000380,cat,no,no,0,0,0
all,43,sample_000381,bench,yes,yes,1,1,0
all,43,sample_000382,dog,yes,yes,1,1,0
all,43,sample_000383,bench,yes,yes,1,1,0
all,43,sample_000384,dog,yes,yes,1,1,0
all,43,sample_000385,bus,yes,no,1,0,-1
all,43,sample_000387,car,yes,yes,1,1,0
all,43,sample_000388,bench,yes,yes,1,1,0
all,43,sample_000389,dog,yes,yes,1,1,0
all,43,sample_000390,chair,yes,yes,1,1,0
all,43,sample_000391,bottle,no,no,0,0,0
all,43,sample_000392,dog,yes,yes,1,1,0
all,43,sample_000393,cat,yes,yes,1,1,0
all,43,sample_000394,bottle,yes,yes,1,1,0
all,43,sample_000395,cat,yes,yes,1,1,0
all,43,sample_000396,bus,yes,yes,1,1,0
all,43,sample_000397,chair,yes,yes,1,1,0
all,43,sample_000398,chair,yes,yes,1,1,0
all,43,sample_000399,bus,yes,yes,1,1,0
all,43,sample_000400,bus,yes,no,1,0,-1
all,43,sample_000403,bottle,yes,yes,1,1,0
all,43,sample_000404,bottle,yes,yes,1,1,0
all,43,sample_000405,cat,yes,yes,1,1,0
all,43,sample_000406,dog,yes,yes,1,1,0
all,43,sample_000407,car,yes,yes,1,1,0
all,43,sample_000408,cat,no,no,0,0,0
all,43,sample_000409,bus,yes,yes,1,1,0
all,43,sample_000410,chair,yes,yes,1,1,0
all,43,sample_000411,chair,no,no,0,0,0
all,43,sample_000412,chair,yes,yes,1,1,0
all,43,sample_000413,bench,yes,yes,1,1,0
all,43,sample_000414,bench,yes,yes,1,1,0
all,43,sample_000415,chair,yes,yes,1,1,0
all,43,sample_000416,chair,no,no,0,0,0
all,43,sample_000417,dog,yes,yes,1,1,0
all,43,sample_000418,chair,yes,yes,1,1,0
all,43,sample_000419,bench,yes,yes,1,1,0
all,43,sample_000420,car,yes,yes,1,1,0
all,43,sample_000421,cat,no,no,0,0,0
all,43,sample_000422,car,yes,yes,1,1,0
all,43,sample_000423,bench,yes,yes,1,1,0
all,43,sample_000424,chair,yes,yes,1,1,0
all,43,sample_000425,chair,yes,yes,1,1,0
all,43,sample_000426,bench,yes,yes,1,1,0
all,43,sample_000427,car,yes,yes,1,1,0
all,43,sample_000430,bus,no,no,0,0,0
all,43,sample_000431,bicycle,no,no,0,0,0
all,43,sample_000432,bench,yes,yes,1,1,0
all,43,sample_000433,bus,yes,yes,1,1,0
all,43,sample_000434,car,yes,yes,1,1,0
all,43,sample_000435,chair,yes,yes,1,1,0
all,43,sample_000436,dog,no,no,0,0,0
all,43,sample_000437,chair,yes,yes,1,1,0
all,43,sample_000438,bottle,yes,yes,1,1,0
all,43,sample_000439,car,yes,yes,1,1,0
all,43,sample_000440,chair,yes,yes,1,1,0
all,43,sample_000441,chair,yes,yes,1,1,0
all,43,sample_000442,chair,no,yes,0,1,1
all,43,sample_000443,chair,yes,yes,1,1,0
all,43,sample_000444,bench,yes,yes,1,1,0
all,43,sample_000445,cat,yes,yes,1,1,0
all,43,sample_000446,chair,yes,yes,1,1,0
all,43,sample_000447,bench,no,yes,0,1,1
all,43,sample_000448,bench,yes,yes,1,1,0
all,43,sample_000449,chair,yes,yes,1,1,0
all,43,sample_000450,bus,yes,yes,1,1,0
all,43,sample_000451,chair,yes,yes,1,1,0
all,43,sample_000454,chair,yes,yes,1,1,0
all,43,sample_000455,car,yes,yes,1,1,0
all,43,sample_000456,bottle,yes,yes,1,1,0
all,43,sample_000457,bus,yes,yes,1,1,0
all,43,sample_000458,chair,yes,yes,1,1,0
all,43,sample_000459,bench,yes,yes,1,1,0
all,43,sample_000460,cat,yes,yes,1,1,0
all,43,sample_000461,cat,no,no,0,0,0
all,43,sample_000462,chair,no,no,0,0,0
all,43,sample_000463,bus,yes,yes,1,1,0
all,43,sample_000464,car,yes,yes,1,1,0
all,43,sample_000465,dog,no,no,0,0,0
all,43,sample_000466,dog,no,no,0,0,0
all,43,sample_000467,car,yes,yes,1,1,0
all,43,sample_000468,bottle,yes,yes,1,1,0
all,43,sample_000469,car,yes,yes,1,1,0
all,43,sample_000470,bottle,yes,yes,1,1,0
all,43,sample_000471,chair,no,no,0,0,0
all,43,sample_000472,cat,no,no,0,0,0
all,43,sample_000473,chair,yes,yes,1,1,0
all,43,sample_000474,chair,yes,yes,1,1,0
all,43,sample_000475,dog,yes,yes,1,1,0
all,43,sample_000477,chair,yes,yes,1,1,0
all,43,sample_000479,bus,no,no,0,0,0
all,43,sample_000480,bicycle,no,no,0,0,0
all,43,sample_000481,chair,yes,yes,1,1,0
all,43,sample_000483,dog,yes,yes,1,1,0
all,43,sample_000484,dog,yes,yes,1,1,0
all,43,sample_000486,car,yes,yes,1,1,0
all,43,sample_000487,bus,yes,yes,1,1,0
all,43,sample_000488,car,yes,yes,1,1,0
all,43,sample_000489,bicycle,no,no,0,0,0
all,43,sample_000490,chair,yes,yes,1,1,0
all,43,sample_000491,chair,no,no,0,0,0
all,43,sample_000492,bottle,no,no,0,0,0
all,43,sample_000493,bench,yes,yes,1,1,0
all,43,sample_000494,chair,yes,yes,1,1,0
all,43,sample_000495,bench,yes,yes,1,1,0
all,43,sample_000496,bench,yes,yes,1,1,0
all,43,sample_000497,chair,yes,yes,1,1,0
all,43,sample_000499,chair,yes,yes,1,1,0
all,43,sample_000500,cat,yes,yes,1,1,0
all,43,sample_000501,car,yes,yes,1,1,0
all,43,sample_000502,bottle,no,yes,0,1,1
all,43,sample_000503,bench,no,no,0,0,0
all,43,sample_000504,chair,yes,yes,1,1,0
all,43,sample_000505,bench,yes,yes,1,1,0
all,43,sample_000506,dog,yes,yes,1,1,0
all,43,sample_000507,cat,no,no,0,0,0
all,43,sample_000508,car,yes,yes,1,1,0
all,43,sample_000509,car,yes,yes,1,1,0
all,43,sample_000510,bus,yes,yes,1,1,0
all,43,sample_000511,bench,no,no,0,0,0
all,43,sample_000512,chair,yes,yes,1,1,0
all,43,sample_000513,bench,yes,yes,1,1,0
all,43,sample_000514,bottle,yes,yes,1,1,0
all,43,sample_000515,cat,no,no,0,0,0
all,43,sample_000516,chair,yes,yes,1,1,0
all,43,sample_000519,chair,yes,yes,1,1,0
all,43,sample_000520,bench,yes,yes,1,1,0
all,43,sample_000521,car,yes,yes,1,1,0
all,43,sample_000522,bottle,yes,yes,1,1,0
all,43,sample_000523,chair,yes,yes,1,1,0
all,43,sample_000524,bus,no,no,0,0,0
all,43,sample_000526,bus,yes,yes,1,1,0
all,43,sample_000527,chair,yes,yes,1,1,0
all,43,sample_000528,cat,no,no,0,0,0
all,43,sample_000530,car,yes,yes,1,1,0
all,43,sample_000532,chair,yes,yes,1,1,0
all,43,sample_000533,bus,yes,yes,1,1,0
all,43,sample_000534,bottle,yes,yes,1,1,0
all,43,sample_000535,chair,yes,yes,1,1,0
all,43,sample_000536,bench,no,no,0,0,0
all,43,sample_000537,bus,yes,yes,1,1,0
all,43,sample_000538,bus,no,no,0,0,0
all,43,sample_000539,car,no,no,0,0,0
all,43,sample_000540,bottle,yes,yes,1,1,0
all,43,sample_000541,dog,no,no,0,0,0
all,43,sample_000542,bench,yes,yes,1,1,0
all,43,sample_000543,bench,yes,yes,1,1,0
all,43,sample_000544,cat,yes,yes,1,1,0
all,43,sample_000545,chair,yes,yes,1,1,0
all,43,sample_000547,dog,yes,no,1,0,-1
all,43,sample_000548,bus,yes,yes,1,1,0
all,43,sample_000549,bench,yes,yes,1,1,0
all,43,sample_000550,bench,no,yes,0,1,1
all,43,sample_000551,chair,yes,yes,1,1,0
all,43,sample_000552,car,yes,yes,1,1,0
all,43,sample_000553,dog,yes,yes,1,1,0
all,43,sample_000554,chair,yes,yes,1,1,0
all,43,sample_000555,car,yes,yes,1,1,0
all,43,sample_000556,chair,yes,yes,1,1,0
all,43,sample_000557,car,no,no,0,0,0
all,43,sample_000558,dog,no,no,0,0,0
all,43,sample_000559,bottle,yes,yes,1,1,0
all,43,sample_000560,chair,yes,yes,1,1,0
all,43,sample_000561,chair,yes,yes,1,1,0
all,43,sample_000563,chair,yes,yes,1,1,0
all,43,sample_000564,chair,yes,yes,1,1,0
all,43,sample_000565,cat,no,no,0,0,0
all,43,sample_000566,bottle,yes,yes,1,1,0
all,43,sample_000567,chair,yes,yes,1,1,0
all,43,sample_000568,bus,yes,yes,1,1,0
all,43,sample_000570,bicycle,yes,yes,1,1,0
all,43,sample_000571,cat,no,no,0,0,0
all,43,sample_000572,cat,no,no,0,0,0
all,43,sample_000573,chair,yes,yes,1,1,0
all,43,sample_000574,car,yes,yes,1,1,0
all,43,sample_000575,chair,yes,yes,1,1,0
all,43,sample_000577,chair,no,no,0,0,0
all,43,sample_000578,bicycle,yes,yes,1,1,0
all,43,sample_000579,chair,no,yes,0,1,1
all,43,sample_000580,bottle,yes,yes,1,1,0
all,43,sample_000581,chair,no,no,0,0,0
all,43,sample_000583,car,yes,no,1,0,-1
all,43,sample_000584,bicycle,yes,yes,1,1,0
all,43,sample_000585,cat,yes,yes,1,1,0
all,43,sample_000586,bicycle,no,no,0,0,0
all,43,sample_000587,cat,yes,yes,1,1,0
all,43,sample_000588,chair,yes,yes,1,1,0
all,43,sample_000590,dog,yes,yes,1,1,0
all,43,sample_000591,dog,no,no,0,0,0
all,43,sample_000592,car,yes,yes,1,1,0
all,43,sample_000594,chair,no,no,0,0,0
all,43,sample_000595,car,no,no,0,0,0
all,43,sample_000596,chair,yes,yes,1,1,0
all,43,sample_000598,bicycle,yes,yes,1,1,0
all,43,sample_000599,bus,no,yes,0,1,1
all,43,sample_000600,bus,yes,yes,1,1,0
all,43,sample_000601,chair,yes,yes,1,1,0
all,43,sample_000602,bench,yes,yes,1,1,0
all,43,sample_000603,chair,yes,yes,1,1,0
all,43,sample_000604,chair,no,no,0,0,0
all,43,sample_000605,car,yes,yes,1,1,0
all,43,sample_000606,chair,no,no,0,0,0
all,43,sample_000607,cat,yes,yes,1,1,0
all,43,sample_000610,bicycle,no,yes,0,1,1
all,43,sample_000611,bus,yes,yes,1,1,0
all,43,sample_000612,bicycle,no,yes,0,1,1
all,43,sample_000614,car,yes,yes,1,1,0
all,43,sample_000616,chair,yes,yes,1,1,0
all,43,sample_000617,chair,yes,yes,1,1,0
all,43,sample_000618,cat,yes,no,1,0,-1
all,43,sample_000619,chair,yes,yes,1,1,0
all,43,sample_000620,car,yes,yes,1,1,0
all,43,sample_000621,dog,yes,yes,1,1,0
all,43,sample_000622,chair,yes,yes,1,1,0
all,43,sample_000624,car,yes,yes,1,1,0
all,43,sample_000625,bus,yes,yes,1,1,0
all,43,sample_000626,car,yes,yes,1,1,0
all,43,sample_000627,car,yes,yes,1,1,0
all,43,sample_000628,chair,yes,yes,1,1,0
all,43,sample_000629,dog,no,no,0,0,0
all,43,sample_000632,chair,yes,yes,1,1,0
all,43,sample_000634,chair,no,no,0,0,0
all,43,sample_000635,chair,no,no,0,0,0
all,43,sample_000636,car,yes,yes,1,1,0
all,44,sample_000062,bottle,no,no,0,0,0
all,44,sample_000068,car,yes,yes,1,1,0
all,44,sample_000069,bus,yes,yes,1,1,0
all,44,sample_000073,cat,no,no,0,0,0
all,44,sample_000077,cat,yes,yes,1,1,0
all,44,sample_000079,cat,yes,yes,1,1,0
all,44,sample_000080,cat,yes,yes,1,1,0
all,44,sample_000081,cat,yes,yes,1,1,0
all,44,sample_000084,cat,yes,yes,1,1,0
all,44,sample_000085,dog,yes,yes,1,1,0
all,44,sample_000086,bus,yes,yes,1,1,0
all,44,sample_000088,cat,yes,yes,1,1,0
all,44,sample_000090,chair,yes,yes,1,1,0
all,44,sample_000092,bus,no,no,0,0,0
all,44,sample_000093,dog,yes,yes,1,1,0
all,44,sample_000094,dog,yes,yes,1,1,0
all,44,sample_000095,bus,yes,yes,1,1,0
all,44,sample_000096,bench,yes,yes,1,1,0
all,44,sample_000097,bus,yes,yes,1,1,0
all,44,sample_000098,car,yes,yes,1,1,0
all,44,sample_000099,car,yes,yes,1,1,0
all,44,sample_000100,bench,no,no,0,0,0
all,44,sample_000101,car,yes,yes,1,1,0
all,44,sample_000102,bus,yes,yes,1,1,0
all,44,sample_000103,car,yes,yes,1,1,0
all,44,sample_000104,dog,yes,yes,1,1,0
all,44,sample_000105,bicycle,yes,yes,1,1,0
all,44,sample_000106,cat,no,no,0,0,0
all,44,sample_000107,bus,yes,yes,1,1,0
all,44,sample_000108,cat,yes,yes,1,1,0
all,44,sample_000109,cat,no,no,0,0,0
all,44,sample_000110,dog,yes,yes,1,1,0
all,44,sample_000111,bus,no,no,0,0,0
all,44,sample_000112,cat,yes,yes,1,1,0
all,44,sample_000113,bottle,yes,yes,1,1,0
all,44,sample_000114,cat,no,no,0,0,0
all,44,sample_000115,car,no,no,0,0,0
all,44,sample_000116,bench,yes,yes,1,1,0
all,44,sample_000117,dog,yes,yes,1,1,0
all,44,sample_000118,bus,yes,yes,1,1,0
all,44,sample_000119,cat,no,no,0,0,0
all,44,sample_000120,cat,yes,yes,1,1,0
all,44,sample_000121,dog,yes,yes,1,1,0
all,44,sample_000122,car,yes,yes,1,1,0
all,44,sample_000123,car,yes,yes,1,1,0
all,44,sample_000124,cat,yes,yes,1,1,0
all,44,sample_000125,bus,no,no,0,0,0
all,44,sample_000126,car,yes,yes,1,1,0
all,44,sample_000127,bus,yes,yes,1,1,0
all,44,sample_000128,dog,yes,yes,1,1,0
all,44,sample_000129,car,no,no,0,0,0
all,44,sample_000130,chair,yes,yes,1,1,0
all,44,sample_000131,cat,yes,yes,1,1,0
all,44,sample_000132,bus,yes,yes,1,1,0
all,44,sample_000133,bottle,no,no,0,0,0
all,44,sample_000134,cat,no,no,0,0,0
all,44,sample_000135,chair,yes,yes,1,1,0
all,44,sample_000136,cat,yes,yes,1,1,0
all,44,sample_000137,bench,yes,yes,1,1,0
all,44,sample_000138,bicycle,yes,yes,1,1,0
all,44,sample_000139,car,no,no,0,0,0
all,44,sample_000140,cat,yes,yes,1,1,0
all,44,sample_000141,dog,yes,yes,1,1,0
all,44,sample_000142,dog,yes,yes,1,1,0
all,44,sample_000143,dog,no,no,0,0,0
all,44,sample_000144,dog,no,no,0,0,0
all,44,sample_000145,bench,no,no,0,0,0
all,44,sample_000146,bus,no,no,0,0,0
all,44,sample_000147,dog,yes,yes,1,1,0
all,44,sample_000148,bicycle,yes,no,1,0,-1
all,44,sample_000149,dog,yes,yes,1,1,0
all,44,sample_000150,bus,yes,yes,1,1,0
all,44,sample_000151,cat,no,no,0,0,0
all,44,sample_000152,dog,no,no,0,0,0
all,44,sample_000153,dog,no,no,0,0,0
all,44,sample_000154,chair,yes,yes,1,1,0
all,44,sample_000155,dog,yes,yes,1,1,0
all,44,sample_000156,car,no,no,0,0,0
all,44,sample_000157,bicycle,yes,yes,1,1,0
all,44,sample_000158,car,yes,yes,1,1,0
all,44,sample_000159,dog,yes,yes,1,1,0
all,44,sample_000160,bench,yes,yes,1,1,0
all,44,sample_000161,cat,yes,yes,1,1,0
all,44,sample_000162,bench,no,no,0,0,0
all,44,sample_000163,bench,yes,yes,1,1,0
all,44,sample_000164,cat,no,yes,0,1,1
all,44,sample_000165,bicycle,yes,yes,1,1,0
all,44,sample_000166,cat,yes,yes,1,1,0
all,44,sample_000167,car,yes,yes,1,1,0
all,44,sample_000168,bottle,yes,yes,1,1,0
